14,16,0.603734190339834
14,35,0.694337756971779
18,46,0.671653682308698
12,16,0.99622790786743
12,14,0.506007233157567
19,21,0.435033519096794
13,39,0.442151138426786
19,20,0.217533355217699
16,19,0.312748113860093
10,16,0.999066422301458
18,34,0.675665212472239
15,17,0.737105711381656
16,20,0.530479549131153
16,45,0.398380334200252
8,23,0.284665331763278
17,25,0.303960195981749
19,23,0.768569158183306
11,31,0.802395726776476
15,34,0.751008934489483
21,32,0.154497777172154
8,18,0.339915299984541
7,13,0.89166802924422
19,30,0.321353315181641
14,15,0.690489146247755
23,32,0.66661724663789
16,22,0.463263475612845
19,34,0.323212957838119
11,17,0.536593801581135
20,37,0.413116754105314
18,31,0.343683998058715
18,33,0.405560311026724
21,35,0.743110921754698
19,36,0.542564024163472
16,25,0.446072125288431
21,22,0.669688183184927
8,11,0.778196318203194
18,30,0.331804319981543
13,15,0.962710582080684
18,39,0.464540365641183
14,15,0.554976983058939
9,18,0.741194214808219
13,38,0.413274533216757
13,14,0.94197040409399
11,12,0.941890894148685
14,16,0.519073770442448
14,43,0.598654268544814
7,17,0.188364759349126
19,32,0.648717869415814
17,32,0.122886302744497
17,28,0.979381407089778
16,19,0.901079449282152
12,13,0.460185620903788
14,17,0.378631628429281
23,30,0.848251030230265
16,41,0.785548143218979
12,30,0.328680236889745
13,17,0.609869976995044
8,19,0.395658188654833
9,18,0.703128000577098
15,37,0.932308030886768
8,16,0.365048748043389
16,18,0.308638458082824
11,34,0.613690407754717
13,15,0.422051954483912
22,23,0.525540717056385
22,34,0.111434985458735
11,13,0.579924557588282
21,26,0.583675592431254
8,19,0.896881857028607
16,18,0.700761176503382
14,36,0.726468618122023
14,38,0.870672859081994
13,22,0.481325948825549
15,20,0.830673844814091
16,18,0.648303731514748
17,33,0.282903683725893
17,28,0.274809201053286
12,13,0.195176507713328
22,44,0.474205514268127
9,11,0.893431620715699
16,17,0.469929980855924
8,10,0.578596090931082
21,44,0.976713764034882
14,18,0.75893941154526
18,30,0.383877841930627
10,16,0.33798557177186
16,17,0.195434676165362
12,13,0.219818988295541
9,11,0.675750683466391
21,30,0.618776939180732
14,39,0.286623661652103
12,13,0.495952720829139
24,37,0.805966663751905
19,39,0.518719158099045
7,31,0.681976780304244
7,17,0.391473915812908
14,33,0.197895018677859
14,41,0.260424449713126
17,34,0.760582547910258
13,17,0.462492729694666
18,21,0.466292232727556
15,19,0.907865993517915
21,32,0.614384573667533
22,36,0.208288545746756
8,15,0.845346241056185
12,16,0.192489956067574
10,12,0.298448170343244
20,23,0.811265798793235
15,18,0.282831971043914
16,39,0.785544262453753
21,32,0.732871312865139
9,17,0.417838272534759
17,25,0.2016808149636
4,11,0.218519672147244
17,19,0.869815264255193
10,40,0.457490250122479
10,14,0.320074709044673
18,23,0.309918354145309
14,36,0.578108709696943
8,12,0.278136097237659
11,13,0.834885832540816
15,33,0.96074785727806
16,33,0.866093325134464
17,33,0.198477217637631
11,17,0.518018111193294
18,24,0.757480753283877
6,14,0.496111817059297
10,13,0.442386304532828
13,16,0.984539138099296
17,36,0.576224006765847
8,17,0.281030512953806
7,21,0.663061397538126
17,20,0.646917571527604
16,19,0.215059198733005
12,15,0.530332037438124
13,46,0.67789954702003
17,20,0.406838141824896
15,19,0.84811676910037
8,10,0.98880082537215
11,40,0.191436829115632
9,18,0.964892611738481
8,11,0.211658087827648
19,32,0.630883974536814
24,31,0.681699497816895
12,32,0.473098755624464
11,12,0.364489291501623
11,14,0.94647374022273
19,30,0.645704682706816
9,19,0.922151903393367
8,23,0.77532562836893
8,25,0.96078695189613
14,17,0.524408070116673
13,14,0.344818311015806
19,33,0.640450369557145
7,12,0.771818055266446
12,14,0.209643433147394
18,29,0.772604541746717
12,35,0.852374076856898
9,11,0.885007897625636
20,40,0.362115521418107
19,40,0.851879306385175
22,30,0.107884491336167
17,30,0.691745166531698
21,29,0.484355856089897
16,18,0.651353065763241
12,15,0.265795502375043
8,17,0.709442644431434
18,36,0.302781815328813
19,31,0.802093905520673
12,15,0.461869017073427
1,12,0.624234071754685
11,12,0.68310506733373
18,34,0.636965307999417
12,19,0.750876858035086
19,25,0.670035942961001
21,28,0.267643670609747
15,16,0.393527293167961
17,23,0.564655198969217
17,33,0.521103897652105
